Date : 2025-11-25 12:35:24
Directory : /Users/user/Documents/BlueprintCAD
Total : 483 files,  103433 codes, 11302 comments, 14982 blanks, all 129717 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/user/Documents/BlueprintCAD/backend/api/orders/refund.js                               | JavaScript         |         92 |          9 |         18 |        119 |
| /Users/user/Documents/BlueprintCAD/backend/api/ownership-transfer/[requestId].ts              | TypeScript         |        170 |         27 |         41 |        238 |
| /Users/user/Documents/BlueprintCAD/backend/api/ownership-transfer/index.ts                    | TypeScript         |        137 |         11 |         19 |        167 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/comments.js                      | JavaScript         |         49 |          0 |          9 |         58 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/index.js                         | JavaScript         |        149 |         47 |         33 |        229 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/like.js                          | JavaScript         |         47 |          1 |          7 |         55 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/rename.ts                        | TypeScript         |         78 |          7 |         17 |        102 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/restore-version.ts               | TypeScript         |         61 |          7 |         15 |         83 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/upload-version.ts                | TypeScript         |        134 |         12 |         27 |        173 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/[id]/versions.ts                      | TypeScript         |         44 |          4 |          8 |         56 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/estimate.js                           | JavaScript         |        134 |          4 |         18 |        156 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/index.js                              | JavaScript         |        153 |          8 |         20 |        181 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/move.ts                               | TypeScript         |         90 |          8 |         18 |        116 |
| /Users/user/Documents/BlueprintCAD/backend/api/projects/starred.js                            | JavaScript         |         39 |          2 |          8 |         49 |
| /Users/user/Documents/BlueprintCAD/backend/api/quote/analyze.js                               | JavaScript         |        102 |          8 |         24 |        134 |
| /Users/user/Documents/BlueprintCAD/backend/api/rename-move-history/[entityType]/[entityId].ts | TypeScript         |         34 |          0 |          8 |         42 |
| /Users/user/Documents/BlueprintCAD/backend/api/stats.js                                       | JavaScript         |         18 |          1 |          4 |         23 |
| /Users/user/Documents/BlueprintCAD/backend/api/thumbnails/[file].ts                           | TypeScript         |         59 |         11 |         17 |         87 |
| /Users/user/Documents/BlueprintCAD/backend/api/thumbnails/generate.ts                         | TypeScript         |         62 |         12 |         16 |         90 |
| /Users/user/Documents/BlueprintCAD/backend/api/upload.js                                      | JavaScript         |        109 |         11 |         17 |        137 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/[username]/follow.js                     | JavaScript         |         69 |          7 |         15 |         91 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/[username]/followers.js                  | JavaScript         |         94 |          9 |         16 |        119 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/[username]/following.js                  | JavaScript         |         94 |         10 |         16 |        120 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/[username]/index.js                      | JavaScript         |         87 |          9 |         16 |        112 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/banner/[file].ts                         | TypeScript         |         31 |          2 |          9 |         42 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/check-pending.js                         | JavaScript         |         27 |          2 |          8 |         37 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/follow-request.js                        | JavaScript         |         57 |          8 |         16 |         81 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/follow-requests.js                       | JavaScript         |         26 |          2 |          6 |         34 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/follow.js                                | JavaScript         |         46 |          5 |         10 |         61 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/profile-picture/[file].ts                | TypeScript         |         31 |          2 |          8 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/profile.ts                               | TypeScript         |        167 |         20 |         33 |        220 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/search.ts                                | TypeScript         |         24 |          2 |          7 |         33 |
| /Users/user/Documents/BlueprintCAD/backend/api/users/update-privacy.js                        | JavaScript         |         29 |          1 |          8 |         38 |
| /Users/user/Documents/BlueprintCAD/backend/lib/auth.js                                        | JavaScript         |         33 |          1 |          7 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad-formats.js                                 | JavaScript         |        251 |         54 |         25 |        330 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/annotation-styles.ts                       | TypeScript         |        345 |         52 |         62 |        459 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/assembly-system.ts                         | TypeScript         |        600 |        135 |        133 |        868 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/bom-exporters.ts                           | TypeScript         |        536 |         58 |        102 |        696 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/bom-generator.ts                           | TypeScript         |        374 |         75 |         54 |        503 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/README.md                             | Markdown           |        234 |          0 |         66 |        300 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/boolean.ts                            | TypeScript         |        499 |        142 |        126 |        767 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/fillet-chamfer.ts                     | TypeScript         |        394 |        131 |        113 |        638 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/occt.ts                               | TypeScript         |        287 |         71 |         56 |        414 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/opencascade.d.ts                      | TypeScript         |          3 |          1 |          1 |          5 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/operations.test.ts                    | TypeScript         |        344 |         16 |         93 |        453 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/operations.ts                         | TypeScript         |        382 |        180 |        102 |        664 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/preview.ts                            | TypeScript         |        288 |         50 |         63 |        401 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/brep/topology.ts                           | TypeScript         |        575 |        162 |        101 |        838 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/constraint-solver.ts                       | TypeScript         |        630 |        172 |        141 |        943 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/dimension-annotations.ts                   | TypeScript         |        373 |         32 |         63 |        468 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/dimension-integration.tsx                  | TypeScript JSX     |        366 |         41 |         28 |        435 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/dimension-manager.ts                       | TypeScript         |        292 |         61 |         48 |        401 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/draft-analysis-helpers.ts                  | TypeScript         |         90 |         36 |         24 |        150 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/draft-analysis.ts                          | TypeScript         |        349 |         60 |         53 |        462 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/drawing-exporters.ts                       | TypeScript         |        700 |        161 |        113 |        974 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/drawing-system.ts                          | TypeScript         |        626 |         88 |        128 |        842 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/edge-highlighter.ts                        | TypeScript         |        165 |         45 |         41 |        251 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/exploded-view.ts                           | TypeScript         |        531 |        137 |        107 |        775 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/face-operations.ts                         | TypeScript         |        419 |         59 |         91 |        569 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/feature-tree.ts                            | TypeScript         |        531 |        109 |        126 |        766 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/gdt-symbols.ts                             | TypeScript         |        304 |         51 |         38 |        393 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/geometry-kernel.ts                         | TypeScript         |        453 |         49 |         98 |        600 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/geometry-picker.ts                         | TypeScript         |        315 |         71 |         74 |        460 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/interactive-drag.ts                        | TypeScript         |        172 |         41 |         40 |        253 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/mate-solver.ts                             | TypeScript         |        436 |         94 |         98 |        628 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/mate-system.ts                             | TypeScript         |        412 |        102 |         79 |        593 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/optimized-solver.ts                        | TypeScript         |        688 |        125 |        118 |        931 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/pattern-features.ts                        | TypeScript         |        704 |        122 |        129 |        955 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/shell-integration.ts                       | TypeScript         |        476 |         85 |         84 |        645 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/shell-operation.ts                         | TypeScript         |        555 |         89 |        111 |        755 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/sketch-solver.ts                           | TypeScript         |        161 |          8 |         47 |        216 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/sketch-tools.ts                            | TypeScript         |        623 |        149 |        120 |        892 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/solver-integration.ts                      | TypeScript         |        401 |        119 |         84 |        604 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/sweep-loft-integration.ts                  | TypeScript         |        422 |         92 |        108 |        622 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/sweep-loft.ts                              | TypeScript         |        664 |        130 |        147 |        941 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad/video-exporter.ts                          | TypeScript         |        166 |         65 |         40 |        271 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email-templates.js                             | JavaScript         |        269 |          1 |          6 |        276 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email-verification.js                          | JavaScript         |         61 |         14 |         20 |         95 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email.js                                       | JavaScript         |        201 |         17 |         19 |        237 |
| /Users/user/Documents/BlueprintCAD/backend/lib/folder-utils.js                                | JavaScript         |        179 |         69 |         45 |        293 |
| /Users/user/Documents/BlueprintCAD/backend/lib/generateThumbnail.js                           | JavaScript         |        390 |         85 |         75 |        550 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-config.js                           | JavaScript         |        178 |         14 |         10 |        202 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-estimator.js                        | JavaScript         |        467 |        119 |         96 |        682 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-validator.js                        | JavaScript         |        271 |         39 |         40 |        350 |
| /Users/user/Documents/BlueprintCAD/backend/lib/privacy-utils.js                               | JavaScript         |         79 |         40 |         21 |        140 |
| /Users/user/Documents/BlueprintCAD/backend/lib/rate-limit.js                                  | JavaScript         |         71 |         31 |         20 |        122 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stl-printability.js                            | JavaScript         |         96 |         17 |         20 |        133 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stl-utils.js                                   | JavaScript         |        104 |         39 |         35 |        178 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stripe-utils.js                                | JavaScript         |         66 |         19 |         12 |         97 |
| /Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGenerator.js                          | JavaScript         |        134 |         29 |         28 |        191 |
| /Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGeneratorSimple.js                    | JavaScript         |        211 |         36 |         26 |        273 |
| /Users/user/Documents/BlueprintCAD/backend/lib/ui/design-system.ts                            | TypeScript         |        133 |         10 |         15 |        158 |
| /Users/user/Documents/BlueprintCAD/backend/lib/verification-middleware.js                     | JavaScript         |         23 |         12 |          7 |         42 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-comments-system.js                     | JavaScript         |        115 |          8 |         15 |        138 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-email-verification.js                  | JavaScript         |         91 |         13 |         23 |        127 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-extended-profile-fields.js             | JavaScript         |         47 |          6 |          8 |         61 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-file-versions.js                       | JavaScript         |         50 |          4 |          6 |         60 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-follow-requests.js                     | JavaScript         |         25 |          1 |          5 |         31 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-messaging-notifications.js             | JavaScript         |         57 |          4 |          9 |         70 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-oauth-support.js                       | JavaScript         |        125 |         15 |         23 |        163 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-ownership-transfer.js                  | JavaScript         |         76 |          6 |         11 |         93 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-private-accounts.js                    | JavaScript         |         23 |          1 |          5 |         29 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-columns.js                     | JavaScript         |         28 |          0 |          6 |         34 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-fields.js                      | JavaScript         |         21 |          0 |          4 |         25 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-project-dimensions.js                  | JavaScript         |         35 |          0 |          6 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-recovery-tokens-table.js               | JavaScript         |         48 |          3 |          7 |         58 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-rename-move-support.js                 | JavaScript         |         92 |          7 |         16 |        115 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-comments.js                          | JavaScript         |         17 |          0 |          6 |         23 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-schema.js                            | JavaScript         |         18 |          0 |          6 |         24 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-users.js                             | JavaScript         |         16 |          0 |          5 |         21 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/create-follows-table.js                    | JavaScript         |         32 |          3 |          6 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/create-forum-tables.js                     | JavaScript         |         66 |          3 |          8 |         77 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/debug-file.js                              | JavaScript         |         44 |          3 |          8 |         55 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/fix-uploaded-filenames.js                  | JavaScript         |         31 |          4 |          7 |         42 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/force_all_previews_work.js                 | JavaScript         |         36 |          4 |          7 |         47 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/generate-existing-thumbnails.js            | JavaScript         |         91 |         11 |         21 |        123 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/generate-missing-thumbnails.js             | JavaScript         |         51 |          5 |         13 |         69 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-existing-projects-to-versions.js   | JavaScript         |         72 |          4 |          8 |         84 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-nested-folders.js                  | JavaScript         |         95 |          5 |         11 |        111 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-thumbnails.js                      | JavaScript         |         62 |          7 |         14 |         83 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/run-migration.js                           | JavaScript         |         22 |          1 |          7 |         30 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/sync_uploads_with_db.js                    | JavaScript         |         44 |          5 |          8 |         57 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/test-privacy-filter.js                     | JavaScript         |         51 |          1 |          7 |         59 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/test-recovery-system.js                    | JavaScript         |         74 |         11 |         15 |        100 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/verify-migration.js                        | JavaScript         |         41 |          4 |         10 |         55 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/verify-schema.js                           | JavaScript         |         27 |          3 |          7 |         37 |
| /Users/user/Documents/BlueprintCAD/db/db.js                                                   | JavaScript         |        218 |          7 |          7 |        232 |
| /Users/user/Documents/BlueprintCAD/db/migrations/002_orders_schema.sql                        | MS SQL             |         40 |          1 |          3 |         44 |
| /Users/user/Documents/BlueprintCAD/db/migrations/003_issues_schema.js                         | JavaScript         |         61 |          2 |          7 |         70 |
| /Users/user/Documents/BlueprintCAD/db/migrations/004_cad_editor_schema.js                     | JavaScript         |         95 |          4 |         10 |        109 |
| /Users/user/Documents/BlueprintCAD/db/migrations/005_add_user_tier.js                         | JavaScript         |         23 |          1 |          5 |         29 |
| /Users/user/Documents/BlueprintCAD/db/migrations/add_feature_trees.sql                        | MS SQL             |         12 |          1 |          2 |         15 |
| /Users/user/Documents/BlueprintCAD/db/migrations/add_thumbnail_path.sql                       | MS SQL             |          6 |          5 |          4 |         15 |
| /Users/user/Documents/BlueprintCAD/db/migrations/check-orders.js                              | JavaScript         |         53 |          4 |          9 |         66 |
| /Users/user/Documents/BlueprintCAD/db/migrations/run-orders-migration.js                      | JavaScript         |         14 |          4 |          5 |         23 |
| /Users/user/Documents/BlueprintCAD/db/migrations/setup-cad-user.js                            | JavaScript         |         41 |          3 |          8 |         52 |
| /Users/user/Documents/BlueprintCAD/eslint.config.mjs                                          | JavaScript         |         14 |          2 |          3 |         19 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CADViewer.tsx                          | TypeScript JSX     |        398 |         53 |         51 |        502 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CADViewerModal.tsx                     | TypeScript JSX     |         82 |          4 |          8 |         94 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ChangeRoleModal.tsx                    | TypeScript JSX     |        138 |          1 |         17 |        156 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CommentSystem.tsx                      | TypeScript JSX     |        380 |         10 |         36 |        426 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ConfirmationModal.tsx                  | TypeScript JSX     |         95 |          0 |          6 |        101 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CreateFolderModal.tsx                  | TypeScript JSX     |        119 |          0 |         11 |        130 |
| /Users/user/Documents/BlueprintCAD/frontend/components/FolderCard.tsx                         | TypeScript JSX     |        162 |          0 |         10 |        172 |
| /Users/user/Documents/BlueprintCAD/frontend/components/HistoryModal.tsx                       | TypeScript JSX     |        170 |          0 |         12 |        182 |
| /Users/user/Documents/BlueprintCAD/frontend/components/InvitationsNotification.tsx            | TypeScript JSX     |        105 |          1 |          9 |        115 |
| /Users/user/Documents/BlueprintCAD/frontend/components/InviteMemberModal.tsx                  | TypeScript JSX     |         82 |          0 |          9 |         91 |
| /Users/user/Documents/BlueprintCAD/frontend/components/Layout.js                              | JavaScript         |         11 |          1 |          1 |         13 |
| /Users/user/Documents/BlueprintCAD/frontend/components/MoveFolderModal.tsx                    | TypeScript JSX     |        174 |          1 |         17 |        192 |
| /Users/user/Documents/BlueprintCAD/frontend/components/Navbar.tsx                             | TypeScript JSX     |        248 |         12 |         24 |        284 |
| /Users/user/Documents/BlueprintCAD/frontend/components/NotificationsDropdown.tsx              | TypeScript JSX     |        229 |          9 |         17 |        255 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ProjectCard.js                         | JavaScript         |        155 |          4 |         13 |        172 |
| /Users/user/Documents/BlueprintCAD/frontend/components/RenameModal.tsx                        | TypeScript JSX     |         95 |          0 |         12 |        107 |
| /Users/user/Documents/BlueprintCAD/frontend/components/SaveProjectModal.tsx                   | TypeScript JSX     |        268 |         12 |         16 |        296 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ThreeDViewer.tsx                       | TypeScript JSX     |        129 |         40 |         17 |        186 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ThreePreview.tsx                       | TypeScript JSX     |        266 |         26 |         36 |        328 |
| /Users/user/Documents/BlueprintCAD/frontend/components/TransferOwnershipModal.tsx             | TypeScript JSX     |        161 |          0 |         18 |        179 |
| /Users/user/Documents/BlueprintCAD/frontend/components/TransferRequestsList.tsx               | TypeScript JSX     |        194 |          1 |         21 |        216 |
| /Users/user/Documents/BlueprintCAD/frontend/components/VersionDropdown.tsx                    | TypeScript JSX     |        104 |          0 |         14 |        118 |
| /Users/user/Documents/BlueprintCAD/frontend/components/VersionHistory.tsx                     | TypeScript JSX     |        211 |          3 |         26 |        240 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/AdvancedSketchModal.tsx            | TypeScript JSX     |        321 |         11 |         21 |        353 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/AssemblyTreePanel.tsx              | TypeScript JSX     |        214 |          9 |         19 |        242 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/BOMViewer.tsx                      | TypeScript JSX     |        428 |          4 |         40 |        472 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/BottomBar.tsx                      | TypeScript JSX     |        119 |          5 |          8 |        132 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/CADViewport.tsx                    | TypeScript JSX     |        804 |         75 |        131 |      1,010 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ChamferModal.tsx                   | TypeScript JSX     |        238 |          5 |         18 |        261 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/CollisionDisplay.tsx               | TypeScript JSX     |        131 |          4 |         12 |        147 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ConstraintContextMenu.tsx          | TypeScript JSX     |        224 |          7 |         18 |        249 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ConstraintIconOverlay.tsx          | TypeScript JSX     |        235 |         12 |         48 |        295 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ConstraintManager.tsx              | TypeScript JSX     |        273 |          7 |         25 |        305 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ConstraintToolbar.tsx              | TypeScript JSX     |        145 |         12 |         18 |        175 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DOFDisplay.tsx                     | TypeScript JSX     |        225 |          9 |         14 |        248 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DimensionEditor.tsx                | TypeScript JSX     |        296 |          9 |         25 |        330 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DimensionRenderer.tsx              | TypeScript JSX     |        336 |         20 |         53 |        409 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DimensionToolbar.tsx               | TypeScript JSX     |        224 |          4 |         12 |        240 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DimensionTools.tsx                 | TypeScript JSX     |        526 |         12 |         36 |        574 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DraftAnalysisModal.tsx             | TypeScript JSX     |        343 |         11 |         26 |        380 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DrawingControls.tsx                | TypeScript JSX     |        464 |         13 |         22 |        499 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/DrawingSheetViewer.tsx             | TypeScript JSX     |        324 |         24 |         58 |        406 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/EnhancedCADViewport.tsx            | TypeScript JSX     |        277 |         22 |         44 |        343 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ExplodeControls.tsx                | TypeScript JSX     |        391 |         18 |         26 |        435 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ExportModal.tsx                    | TypeScript JSX     |        125 |          0 |         14 |        139 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ExtrudeModal.tsx                   | TypeScript JSX     |        113 |          0 |         11 |        124 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/FaceOperationsModal.tsx            | TypeScript JSX     |        313 |         11 |         30 |        354 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/FeatureTreeSidebar.tsx             | TypeScript JSX     |        418 |         29 |         40 |        487 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/FilletModal.tsx                    | TypeScript JSX     |        186 |         11 |         16 |        213 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/LoadingSplash.tsx                  | TypeScript JSX     |         11 |          0 |          1 |         12 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/MateEditor.tsx                     | TypeScript JSX     |        295 |         13 |         24 |        332 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/MateList.tsx                       | TypeScript JSX     |        188 |         11 |         17 |        216 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/PartBrowserPanel.tsx               | TypeScript JSX     |        175 |          9 |         24 |        208 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/PatternModal.tsx                   | TypeScript JSX     |        672 |         15 |         47 |        734 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/ShellModal.tsx                     | TypeScript JSX     |        450 |         28 |         54 |        532 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/SidebarLeft.tsx                    | TypeScript JSX     |        131 |          4 |         10 |        145 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/SidebarRight.tsx                   | TypeScript JSX     |        243 |          4 |         13 |        260 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/SketchCanvas.tsx                   | TypeScript JSX     |        504 |         37 |         66 |        607 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/SketchModal.tsx                    | TypeScript JSX     |         70 |          0 |          9 |         79 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/SweepLoftModal.tsx                 | TypeScript JSX     |        491 |         22 |         50 |        563 |
| /Users/user/Documents/BlueprintCAD/frontend/components/cad/Toolbar.tsx                        | TypeScript JSX     |        279 |         10 |         18 |        307 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/GlobalNavSidebar.tsx                | TypeScript JSX     |        283 |         14 |         22 |        319 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/ThreePanelLayout.tsx                | TypeScript JSX     |        146 |          9 |         20 |        175 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/UIComponents.tsx                    | TypeScript JSX     |        307 |         12 |         25 |        344 |
| /Users/user/Documents/BlueprintCAD/frontend/types/index.ts                                    | TypeScript         |         88 |          0 |          6 |         94 |
| /Users/user/Documents/BlueprintCAD/frontend/types/next-auth.d.ts                              | TypeScript         |         32 |          0 |          4 |         36 |
| /Users/user/Documents/BlueprintCAD/lib/auth.js                                                | JavaScript         |         33 |          1 |          7 |         41 |
| /Users/user/Documents/BlueprintCAD/lib/cad-formats.js                                         | JavaScript         |        251 |         54 |         25 |        330 |
| /Users/user/Documents/BlueprintCAD/lib/cad/annotation-styles.ts                               | TypeScript         |        345 |         52 |         62 |        459 |
| /Users/user/Documents/BlueprintCAD/lib/cad/assembly-system.ts                                 | TypeScript         |        600 |        135 |        133 |        868 |
| /Users/user/Documents/BlueprintCAD/lib/cad/bom-exporters.ts                                   | TypeScript         |        536 |         58 |        102 |        696 |
| /Users/user/Documents/BlueprintCAD/lib/cad/bom-generator.ts                                   | TypeScript         |        374 |         75 |         54 |        503 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/README.md                                     | Markdown           |        234 |          0 |         66 |        300 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/boolean.ts                                    | TypeScript         |        499 |        142 |        126 |        767 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/fillet-chamfer.ts                             | TypeScript         |        394 |        131 |        113 |        638 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/occt.ts                                       | TypeScript         |        287 |         71 |         56 |        414 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/opencascade.d.ts                              | TypeScript         |          3 |          1 |          1 |          5 |
| /Users/user/Documents/BlueprintCAD/lib/cad/brep/operations.test.ts                            | TypeScript         |        344 |         16 |         93 |        453 |
