Date : 2025-12-16 13:39:31
Directory : /Users/user/Documents/BlueprintCAD
Total : 259 files,  52237 codes, 2520 comments, 4482 blanks, all 59239 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/user/Documents/BlueprintCAD/db/migrations/010_backfill_file_metadata.js              | JavaScript         |         96 |         10 |         17 |        123 |
| /Users/user/Documents/BlueprintCAD/db/migrations/011_add_notification_dismissed.js          | JavaScript         |         31 |          1 |          9 |         41 |
| /Users/user/Documents/BlueprintCAD/db/migrations/012_add_activity_log.js                    | JavaScript         |         46 |          2 |          9 |         57 |
| /Users/user/Documents/BlueprintCAD/db/migrations/013_add_analytics_tables.js                | JavaScript         |         55 |          3 |         10 |         68 |
| /Users/user/Documents/BlueprintCAD/db/migrations/013_add_share_links.js                     | JavaScript         |         45 |          3 |         11 |         59 |
| /Users/user/Documents/BlueprintCAD/db/migrations/014_storefront_licenses.sql                | MS SQL             |        132 |         13 |         14 |        159 |
| /Users/user/Documents/BlueprintCAD/db/migrations/add_feature_trees.sql                      | MS SQL             |         12 |          1 |          2 |         15 |
| /Users/user/Documents/BlueprintCAD/db/migrations/add_thumbnail_path.sql                     | MS SQL             |          6 |          5 |          4 |         15 |
| /Users/user/Documents/BlueprintCAD/db/migrations/check-orders.js                            | JavaScript         |         53 |          4 |          9 |         66 |
| /Users/user/Documents/BlueprintCAD/db/migrations/grant_full_access.js                       | JavaScript         |         82 |          6 |         16 |        104 |
| /Users/user/Documents/BlueprintCAD/db/migrations/run-orders-migration.js                    | JavaScript         |         14 |          4 |          5 |         23 |
| /Users/user/Documents/BlueprintCAD/db/migrations/setup-cad-user.js                          | JavaScript         |         41 |          3 |          8 |         52 |
| /Users/user/Documents/BlueprintCAD/eslint.config.mjs                                        | JavaScript         |         14 |          2 |          3 |         19 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ActivityPanel.tsx                    | TypeScript JSX     |        249 |          7 |         26 |        282 |
| /Users/user/Documents/BlueprintCAD/frontend/components/BranchManagementModal.tsx            | TypeScript JSX     |        401 |          1 |         29 |        431 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CADViewer.tsx                        | TypeScript JSX     |        401 |         53 |         51 |        505 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CADViewerModal.tsx                   | TypeScript JSX     |         82 |          4 |          8 |         94 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ChangeRoleModal.tsx                  | TypeScript JSX     |        138 |          1 |         17 |        156 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CommentSystem.tsx                    | TypeScript JSX     |        510 |         25 |         48 |        583 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ConfirmationModal.tsx                | TypeScript JSX     |         95 |          0 |          6 |        101 |
| /Users/user/Documents/BlueprintCAD/frontend/components/CreateFolderModal.tsx                | TypeScript JSX     |        119 |          0 |         11 |        130 |
| /Users/user/Documents/BlueprintCAD/frontend/components/FileVersioning.tsx                   | TypeScript JSX     |        274 |          0 |         26 |        300 |
| /Users/user/Documents/BlueprintCAD/frontend/components/FolderCard.tsx                       | TypeScript JSX     |        162 |          0 |         10 |        172 |
| /Users/user/Documents/BlueprintCAD/frontend/components/FolderContextSidebar.tsx             | TypeScript JSX     |        484 |          5 |         42 |        531 |
| /Users/user/Documents/BlueprintCAD/frontend/components/HistoryModal.tsx                     | TypeScript JSX     |        170 |          0 |         12 |        182 |
| /Users/user/Documents/BlueprintCAD/frontend/components/InvitationsNotification.tsx          | TypeScript JSX     |        105 |          1 |          9 |        115 |
| /Users/user/Documents/BlueprintCAD/frontend/components/InviteMemberModal.tsx                | TypeScript JSX     |         82 |          0 |          9 |         91 |
| /Users/user/Documents/BlueprintCAD/frontend/components/Layout.js                            | JavaScript         |         11 |          1 |          1 |         13 |
| /Users/user/Documents/BlueprintCAD/frontend/components/MoveFolderModal.tsx                  | TypeScript JSX     |        174 |          1 |         17 |        192 |
| /Users/user/Documents/BlueprintCAD/frontend/components/Navbar.tsx                           | TypeScript JSX     |        242 |         12 |         24 |        278 |
| /Users/user/Documents/BlueprintCAD/frontend/components/NotificationsDropdown.tsx            | TypeScript JSX     |        229 |          9 |         17 |        255 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ProjectCard.js                       | JavaScript         |        155 |          4 |         13 |        172 |
| /Users/user/Documents/BlueprintCAD/frontend/components/RenameModal.tsx                      | TypeScript JSX     |         95 |          0 |         12 |        107 |
| /Users/user/Documents/BlueprintCAD/frontend/components/SaveProjectModal.tsx                 | TypeScript JSX     |        268 |         12 |         16 |        296 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ShareLinkModal.tsx                   | TypeScript JSX     |        293 |         10 |         20 |        323 |
| /Users/user/Documents/BlueprintCAD/frontend/components/SubscriptionGate.tsx                 | TypeScript JSX     |        124 |          6 |         17 |        147 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ThreeDViewer.tsx                     | TypeScript JSX     |        132 |         41 |         17 |        190 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ThreePreview.tsx                     | TypeScript JSX     |        266 |         26 |         36 |        328 |
| /Users/user/Documents/BlueprintCAD/frontend/components/TierBadge.tsx                        | TypeScript JSX     |         92 |         15 |         11 |        118 |
| /Users/user/Documents/BlueprintCAD/frontend/components/TransferOwnershipModal.tsx           | TypeScript JSX     |        161 |          0 |         18 |        179 |
| /Users/user/Documents/BlueprintCAD/frontend/components/TransferRequestsList.tsx             | TypeScript JSX     |        194 |          1 |         21 |        216 |
| /Users/user/Documents/BlueprintCAD/frontend/components/UpgradeModal.tsx                     | TypeScript JSX     |        205 |          0 |         16 |        221 |
| /Users/user/Documents/BlueprintCAD/frontend/components/VersionDropdown.tsx                  | TypeScript JSX     |        104 |          0 |         14 |        118 |
| /Users/user/Documents/BlueprintCAD/frontend/components/VersionHistory.tsx                   | TypeScript JSX     |        211 |          3 |         26 |        240 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/GlobalNavSidebar.tsx              | TypeScript JSX     |        279 |         16 |         18 |        313 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/ThreePanelLayout.tsx              | TypeScript JSX     |        146 |          9 |         20 |        175 |
| /Users/user/Documents/BlueprintCAD/frontend/components/ui/UIComponents.tsx                  | TypeScript JSX     |        363 |         13 |         29 |        405 |
| /Users/user/Documents/BlueprintCAD/frontend/types/index.ts                                  | TypeScript         |         88 |          0 |          6 |         94 |
| /Users/user/Documents/BlueprintCAD/frontend/types/next-auth.d.ts                            | TypeScript         |         32 |          0 |          4 |         36 |
| /Users/user/Documents/BlueprintCAD/lib/activityLogger.js                                    | JavaScript         |          3 |          0 |          2 |          5 |
| /Users/user/Documents/BlueprintCAD/lib/api.ts                                               | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/user/Documents/BlueprintCAD/lib/apiClient.ts                                         | TypeScript         |         28 |          2 |         10 |         40 |
| /Users/user/Documents/BlueprintCAD/lib/auth.js                                              | JavaScript         |         32 |          1 |          6 |         39 |
| /Users/user/Documents/BlueprintCAD/lib/cad-formats.js                                       | JavaScript         |        251 |         54 |         25 |        330 |
| /Users/user/Documents/BlueprintCAD/lib/db.js                                                | JavaScript         |        196 |          5 |          6 |        207 |
| /Users/user/Documents/BlueprintCAD/lib/email-templates.js                                   | JavaScript         |        269 |          1 |          6 |        276 |
| /Users/user/Documents/BlueprintCAD/lib/email-verification.js                                | JavaScript         |         61 |         14 |         20 |         95 |
| /Users/user/Documents/BlueprintCAD/lib/email.js                                             | JavaScript         |        201 |         17 |         19 |        237 |
| /Users/user/Documents/BlueprintCAD/lib/folder-utils.js                                      | JavaScript         |        179 |         69 |         45 |        293 |
| /Users/user/Documents/BlueprintCAD/lib/print-cost-config.js                                 | JavaScript         |        178 |         14 |         10 |        202 |
| /Users/user/Documents/BlueprintCAD/lib/print-cost-estimator.js                              | JavaScript         |        367 |         92 |         81 |        540 |
| /Users/user/Documents/BlueprintCAD/lib/print-cost-validator.js                              | JavaScript         |        271 |         39 |         40 |        350 |
| /Users/user/Documents/BlueprintCAD/lib/privacy-utils.js                                     | JavaScript         |         79 |         40 |         21 |        140 |
| /Users/user/Documents/BlueprintCAD/lib/rate-limit.js                                        | JavaScript         |         71 |         31 |         20 |        122 |
| /Users/user/Documents/BlueprintCAD/lib/stl-printability.js                                  | JavaScript         |         96 |         17 |         20 |        133 |
| /Users/user/Documents/BlueprintCAD/lib/stl-utils.js                                         | JavaScript         |        104 |         39 |         35 |        178 |
| /Users/user/Documents/BlueprintCAD/lib/stripe-utils.js                                      | JavaScript         |        170 |         39 |         24 |        233 |
| /Users/user/Documents/BlueprintCAD/lib/thumbnailGenerator.js                                | JavaScript         |        134 |         29 |         28 |        191 |
| /Users/user/Documents/BlueprintCAD/lib/thumbnailGeneratorSimple.js                          | JavaScript         |         73 |         33 |         17 |        123 |
| /Users/user/Documents/BlueprintCAD/lib/ui/design-system.ts                                  | TypeScript         |        133 |         10 |         15 |        158 |
| /Users/user/Documents/BlueprintCAD/lib/verification-middleware.js                           | JavaScript         |         23 |         12 |          7 |         42 |
| /Users/user/Documents/BlueprintCAD/next.config.js                                           | JavaScript         |         78 |         26 |         15 |        119 |
| /Users/user/Documents/BlueprintCAD/package-lock.json                                        | JSON               |      8,549 |          0 |          1 |      8,550 |
| /Users/user/Documents/BlueprintCAD/package.json                                             | JSON               |         54 |          0 |          1 |         55 |
| /Users/user/Documents/BlueprintCAD/patches/next+13.5.6.patch                                | Diff               |      1,671 |          0 |          1 |      1,672 |
| /Users/user/Documents/BlueprintCAD/postcss.config.js                                        | JavaScript         |          6 |          0 |          0 |          6 |
| /Users/user/Documents/BlueprintCAD/postcss.config.mjs                                       | JavaScript         |          7 |          0 |          2 |          9 |
| /Users/user/Documents/BlueprintCAD/public/file.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/user/Documents/BlueprintCAD/public/globe.svg                                         | XML                |          1 |          0 |          0 |          1 |
| /Users/user/Documents/BlueprintCAD/public/next.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/user/Documents/BlueprintCAD/public/output.css                                        | PostCSS            |      1,627 |        168 |        435 |      2,230 |
| /Users/user/Documents/BlueprintCAD/public/vercel.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/user/Documents/BlueprintCAD/public/window.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/user/Documents/BlueprintCAD/scripts/dev.js                                           | JavaScript         |         22 |          5 |          6 |         33 |
| /Users/user/Documents/BlueprintCAD/tailwind.config.js                                       | JavaScript         |         27 |          1 |          0 |         28 |
| /Users/user/Documents/BlueprintCAD/tsconfig.json                                            | JSON with Comments |         60 |          0 |          1 |         61 |
| c:/Users/codye/forge/pages/api_DISABLED/analytics.js                                        | JavaScript         |       -171 |        -12 |        -25 |       -208 |
| c:/Users/codye/forge/pages/api_DISABLED/analytics/seller.js                                 | JavaScript         |       -338 |        -35 |        -45 |       -418 |
| c:/Users/codye/forge/pages/api_DISABLED/analytics/track.js                                  | JavaScript         |        -24 |         -2 |         -7 |        -33 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/[...nextauth].js                               | JavaScript         |       -204 |        -16 |        -39 |       -259 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/disconnect.js                                  | JavaScript         |        -57 |         -7 |        -14 |        -78 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/forgot-password.ts                             | TypeScript         |        -71 |        -11 |        -16 |        -98 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/forgot-username.ts                             | TypeScript         |        -60 |         -6 |        -13 |        -79 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/login.js                                       | JavaScript         |        -41 |         -4 |        -10 |        -55 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/providers.js                                   | JavaScript         |        -41 |         -3 |         -9 |        -53 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/register.js                                    | JavaScript         |        -73 |        -10 |        -17 |       -100 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/resend-verification.js                         | JavaScript         |        -62 |         -9 |        -14 |        -85 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/reset-password.ts                              | TypeScript         |        -53 |         -6 |        -14 |        -73 |
| c:/Users/codye/forge/pages/api_DISABLED/auth/verify-email.js                                | JavaScript         |        -37 |         -5 |        -10 |        -52 |
| c:/Users/codye/forge/pages/api_DISABLED/channels/[id]/messages.ts                           | TypeScript         |        -65 |         -7 |        -17 |        -89 |
| c:/Users/codye/forge/pages/api_DISABLED/channels/index.ts                                   | TypeScript         |        -76 |         -8 |        -17 |       -101 |
| c:/Users/codye/forge/pages/api_DISABLED/messages.ts                                         | TypeScript         |       -111 |        -10 |        -22 |       -143 |
| c:/Users/codye/forge/pages/api_DISABLED/notifications/[id].js                               | JavaScript         |        -79 |         -8 |        -18 |       -105 |
| c:/Users/codye/forge/pages/api_DISABLED/notifications/index.js                              | JavaScript         |        -42 |         -5 |         -8 |        -55 |
| c:/Users/codye/forge/pages/api_DISABLED/share-links/[token].js                              | JavaScript         |        -72 |         -6 |        -20 |        -98 |
| c:/Users/codye/forge/pages/api_DISABLED/share-links/index.js                                | JavaScript         |       -121 |        -12 |        -20 |       -153 |
| c:/Users/codye/forge/pages/api_DISABLED/share/[token]/access.js                             | JavaScript         |       -101 |         -7 |        -14 |       -122 |
| c:/Users/codye/forge/pages/api_DISABLED/stats.js                                            | JavaScript         |        -18 |         -1 |         -4 |        -23 |
| c:/Users/codye/forge/pages/api_DISABLED/storefront.js                                       | JavaScript         |       -129 |         -7 |        -19 |       -155 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/can-action.js                         | JavaScript         |        -23 |         -1 |         -8 |        -32 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/cancel.js                             | JavaScript         |        -31 |         -4 |        -10 |        -45 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/check.js                              | JavaScript         |        -37 |         -2 |         -7 |        -46 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/platform-fee.js                       | JavaScript         |        -22 |         -2 |         -6 |        -30 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/upgrade.js                            | JavaScript         |        -64 |         -9 |        -15 |        -88 |
| c:/Users/codye/forge/pages/api_DISABLED/subscriptions/webhook.js                            | JavaScript         |       -198 |        -10 |        -29 |       -237 |
| c:/Users/codye/forge/pages/api_DISABLED/upload.js                                           | JavaScript         |        -94 |        -13 |        -15 |       -122 |
| Total                                                                                       |                    |     52,237 |      2,520 |      4,482 |     59,239 |
+---------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
